ARTG ID,Approval Area,Sponsor,ARTG Start Date,Product Category,Manufacturer Name,Manufacturer Location (Country),PDF URL
347452,Medical Devices,Emergo Asia Pacific Pty Ltd T/a Emergo Australia,5/11/2020,Medical Device?lass 1,Riverain Technologies Inc 3020 South Tech Boulevard ,United States Of America,https://www.ebs.tga.gov.au/servlet/xmlmillr6?dbid=ebs/PublicHTML/pdfStore.nsf&docid=347452&agid=(PrintDetailsPublic)&actionid=1
346590,Medical Devices,Emergo Asia Pacific Pty Ltd T/a Emergo Australia,27/10/2020,Medical Device?lass III,Alpha Omega Engineering Ltd Hamerkava St 6 Tsiporit Industrial Zone ,Israel,https://www.ebs.tga.gov.au/servlet/xmlmillr6?dbid=ebs/PublicHTML/pdfStore.nsf&docid=346590&agid=(PrintDetailsPublic)&actionid=1
346530,Medical Devices,Emergo Asia Pacific Pty Ltd T/a Emergo Australia,24/10/2020,Medical Device?lass III,Alpha Omega Engineering Ltd Hamerkava St 6 Tsiporit Industrial Zone ,Israel,https://www.ebs.tga.gov.au/servlet/xmlmillr6?dbid=ebs/PublicHTML/pdfStore.nsf&docid=346530&agid=(PrintDetailsPublic)&actionid=1
346496,Medical Devices,Emergo Asia Pacific Pty Ltd T/a Emergo Australia,23/10/2020,Medical Device?lass IIb,Nihon Kohden Corp 1-31-4 Nishiochiai ,Japan,https://www.ebs.tga.gov.au/servlet/xmlmillr6?dbid=ebs/PublicHTML/pdfStore.nsf&docid=346496&agid=(PrintDetailsPublic)&actionid=1
346217,Medical Devices,Emergo Asia Pacific Pty Ltd T/a Emergo Australia,20/10/2020,Medical Device?lass IIa,Withings SA 2 rue Maurice Hartmann Issy-les-Moulineaux ,France,https://www.ebs.tga.gov.au/servlet/xmlmillr6?dbid=ebs/PublicHTML/pdfStore.nsf&docid=346217&agid=(PrintDetailsPublic)&actionid=1
345933,Medical Devices,Emergo Asia Pacific Pty Ltd T/a Emergo Australia,15/10/2020,Medical Device?lass IIa,NeoMed Inc 100 Londonderry Court Suite 112 ,United States Of America,https://www.ebs.tga.gov.au/servlet/xmlmillr6?dbid=ebs/PublicHTML/pdfStore.nsf&docid=345933&agid=(PrintDetailsPublic)&actionid=1
345436,Medical Devices,Emergo Asia Pacific Pty Ltd T/a Emergo Australia,6/10/2020,Medical Device?lass 1,The TOVA Company 222 Anthes Ave Ste 101 ,United States Of America,https://www.ebs.tga.gov.au/servlet/xmlmillr6?dbid=ebs/PublicHTML/pdfStore.nsf&docid=345436&agid=(PrintDetailsPublic)&actionid=1
343435,Medical Devices,Emergo Asia Pacific Pty Ltd T/a Emergo Australia,14/09/2020,Medical Device?lass 1,Newyu Inc 3452 Lake Lynda Drive Suite 352 ,United States Of America,https://www.ebs.tga.gov.au/servlet/xmlmillr6?dbid=ebs/PublicHTML/pdfStore.nsf&docid=343435&agid=(PrintDetailsPublic)&actionid=1
343233,Medical Devices,Emergo Asia Pacific Pty Ltd T/a Emergo Australia,10/9/2020,Medical Device?lass IIa,Withings SA 2 rue Maurice Hartmann Issy-les-Moulineaux ,France,https://www.ebs.tga.gov.au/servlet/xmlmillr6?dbid=ebs/PublicHTML/pdfStore.nsf&docid=343233&agid=(PrintDetailsPublic)&actionid=1
342130,Medical Devices,Emergo Asia Pacific Pty Ltd T/a Emergo Australia,24/08/2020,Medical Device?lass IIa,Implant Direct Sybron Manufacturing LLC 3050 East Hillcrest Drive ,United States Of America,https://www.ebs.tga.gov.au/servlet/xmlmillr6?dbid=ebs/PublicHTML/pdfStore.nsf&docid=342130&agid=(PrintDetailsPublic)&actionid=1
341351,Medical Devices,Emergo Asia Pacific Pty Ltd T/a Emergo Australia,11/8/2020,Medical Device?lass IIa,Chemence Medical Inc 200 Technology Drive ,United States Of America,https://www.ebs.tga.gov.au/servlet/xmlmillr6?dbid=ebs/PublicHTML/pdfStore.nsf&docid=341351&agid=(PrintDetailsPublic)&actionid=1
340951,Medical Devices,Emergo Asia Pacific Pty Ltd T/a Emergo Australia,6/8/2020,Medical Device?lass 1,Lumitex Medical Devices Inc 8300 Dow Circle ,United States Of America,https://www.ebs.tga.gov.au/servlet/xmlmillr6?dbid=ebs/PublicHTML/pdfStore.nsf&docid=340951&agid=(PrintDetailsPublic)&actionid=1
340800,Medical Devices,Emergo Asia Pacific Pty Ltd T/a Emergo Australia,4/8/2020,Medical Device?lass IIb,Spinecraft 777 Oakmont Lane ,United States Of America,https://www.ebs.tga.gov.au/servlet/xmlmillr6?dbid=ebs/PublicHTML/pdfStore.nsf&docid=340800&agid=(PrintDetailsPublic)&actionid=1
340631,Medical Devices,Emergo Asia Pacific Pty Ltd T/a Emergo Australia,31/07/2020,Medical Device?lass 1,Radiological Imaging Technology Inc 5065 List Drive ,United States Of America,https://www.ebs.tga.gov.au/servlet/xmlmillr6?dbid=ebs/PublicHTML/pdfStore.nsf&docid=340631&agid=(PrintDetailsPublic)&actionid=1
340557,Medical Devices,Emergo Asia Pacific Pty Ltd T/a Emergo Australia,30/07/2020,Medical Device?lass IIa,Nihon Kohden Corp 1-31-4 Nishiochiai ,Japan,https://www.ebs.tga.gov.au/servlet/xmlmillr6?dbid=ebs/PublicHTML/pdfStore.nsf&docid=340557&agid=(PrintDetailsPublic)&actionid=1
340376,Medical Devices,Emergo Asia Pacific Pty Ltd T/a Emergo Australia,29/07/2020,Medical Device?lass IIb,Spinecraft 777 Oakmont Lane ,United States Of America,https://www.ebs.tga.gov.au/servlet/xmlmillr6?dbid=ebs/PublicHTML/pdfStore.nsf&docid=340376&agid=(PrintDetailsPublic)&actionid=1
340257,Medical Devices,Emergo Asia Pacific Pty Ltd T/a Emergo Australia,27/07/2020,Medical Device?lass IIb,Nihon Kohden Corp 1-31-4 Nishiochiai ,Japan,https://www.ebs.tga.gov.au/servlet/xmlmillr6?dbid=ebs/PublicHTML/pdfStore.nsf&docid=340257&agid=(PrintDetailsPublic)&actionid=1
340203,Medical Devices,Emergo Asia Pacific Pty Ltd T/a Emergo Australia,27/07/2020,Medical Device?lass 1,IOPI Medical LLC 18500 156th Ave NE STE 104 ,United States Of America,https://www.ebs.tga.gov.au/servlet/xmlmillr6?dbid=ebs/PublicHTML/pdfStore.nsf&docid=340203&agid=(PrintDetailsPublic)&actionid=1
339847,IVD,Emergo Asia Pacific Pty Ltd T/a Emergo Australia,20/07/2020,Medical Device?lass 2,Meridian Bioscience INC 3471 River Hills Drive ,United States Of America,https://www.ebs.tga.gov.au/servlet/xmlmillr6?dbid=ebs/PublicHTML/pdfStore.nsf&docid=339847&agid=(PrintDetailsPublic)&actionid=1
339799,Medical Devices,Emergo Asia Pacific Pty Ltd T/a Emergo Australia,20/07/2020,Medical Device?lass IIa,JOYTECH Healthcare Co Ltd No 365 Wuzhou Road Yuhang Economic ,China,https://www.ebs.tga.gov.au/servlet/xmlmillr6?dbid=ebs/PublicHTML/pdfStore.nsf&docid=339799&agid=(PrintDetailsPublic)&actionid=1
339797,Medical Devices,Emergo Asia Pacific Pty Ltd T/a Emergo Australia,20/07/2020,Medical Device?lass IIa,Hyland Software Canada ULC 111 Peter Street Suite 540 ,Canada,https://www.ebs.tga.gov.au/servlet/xmlmillr6?dbid=ebs/PublicHTML/pdfStore.nsf&docid=339797&agid=(PrintDetailsPublic)&actionid=1
339790,Medical Devices,Emergo Asia Pacific Pty Ltd T/a Emergo Australia,20/07/2020,Medical Device?lass IIa,,,https://www.ebs.tga.gov.au/servlet/xmlmillr6?dbid=ebs/PublicHTML/pdfStore.nsf&docid=339790&agid=(PrintDetailsPublic)&actionid=1
339615,Medical Devices,Emergo Asia Pacific Pty Ltd T/a Emergo Australia,16/07/2020,Medical Device?lass IIb,Spinecraft 777 Oakmont Lane ,United States Of America,https://www.ebs.tga.gov.au/servlet/xmlmillr6?dbid=ebs/PublicHTML/pdfStore.nsf&docid=339615&agid=(PrintDetailsPublic)&actionid=1
339614,Medical Devices,Emergo Asia Pacific Pty Ltd T/a Emergo Australia,16/07/2020,Medical Device?lass IIb,Spinecraft 777 Oakmont Lane ,United States Of America,https://www.ebs.tga.gov.au/servlet/xmlmillr6?dbid=ebs/PublicHTML/pdfStore.nsf&docid=339614&agid=(PrintDetailsPublic)&actionid=1
339613,Medical Devices,Emergo Asia Pacific Pty Ltd T/a Emergo Australia,16/07/2020,Medical Device?lass IIb,Spinecraft 777 Oakmont Lane ,United States Of America,https://www.ebs.tga.gov.au/servlet/xmlmillr6?dbid=ebs/PublicHTML/pdfStore.nsf&docid=339613&agid=(PrintDetailsPublic)&actionid=1
339564,Medical Devices,Emergo Asia Pacific Pty Ltd T/a Emergo Australia,15/07/2020,Medical Device?lass 1,Innonix Technologies Limited 13/F LiFung Centre 2 On Ping Street Siu Lek ,Hong Kong - SAR of China,https://www.ebs.tga.gov.au/servlet/xmlmillr6?dbid=ebs/PublicHTML/pdfStore.nsf&docid=339564&agid=(PrintDetailsPublic)&actionid=1
339561,IVD,Emergo Asia Pacific Pty Ltd T/a Emergo Australia,15/07/2020,Medical Device?lass 1,Meridian Bioscience INC 3471 River Hills Drive ,United States Of America,https://www.ebs.tga.gov.au/servlet/xmlmillr6?dbid=ebs/PublicHTML/pdfStore.nsf&docid=339561&agid=(PrintDetailsPublic)&actionid=1
339559,IVD,Emergo Asia Pacific Pty Ltd T/a Emergo Australia,15/07/2020,Medical Device?lass 1,Meridian Bioscience INC 3471 River Hills Drive ,United States Of America,https://www.ebs.tga.gov.au/servlet/xmlmillr6?dbid=ebs/PublicHTML/pdfStore.nsf&docid=339559&agid=(PrintDetailsPublic)&actionid=1
339553,Medical Devices,Emergo Asia Pacific Pty Ltd T/a Emergo Australia,15/07/2020,Medical Device?lass 1,W.Kromker GmbH Nordring 27A ,Germany,https://www.ebs.tga.gov.au/servlet/xmlmillr6?dbid=ebs/PublicHTML/pdfStore.nsf&docid=339553&agid=(PrintDetailsPublic)&actionid=1
339534,Medical Devices,Emergo Asia Pacific Pty Ltd T/a Emergo Australia,15/07/2020,Medical Device?lass IIa,Versah LLC 2000 Spring Arbor Road Suite D ,United States Of America,https://www.ebs.tga.gov.au/servlet/xmlmillr6?dbid=ebs/PublicHTML/pdfStore.nsf&docid=339534&agid=(PrintDetailsPublic)&actionid=1
339533,Medical Devices,Emergo Asia Pacific Pty Ltd T/a Emergo Australia,15/07/2020,Medical Device?lass IIa,Versah LLC 2000 Spring Arbor Road Suite D ,United States Of America,https://www.ebs.tga.gov.au/servlet/xmlmillr6?dbid=ebs/PublicHTML/pdfStore.nsf&docid=339533&agid=(PrintDetailsPublic)&actionid=1
338896,Medical Devices,Emergo Asia Pacific Pty Ltd T/a Emergo Australia,3/7/2020,Medical Device?lass IIb,Endomagnetics Ltd 330 Cambridge Science Park Milton Road ,United Kingdom,https://www.ebs.tga.gov.au/servlet/xmlmillr6?dbid=ebs/PublicHTML/pdfStore.nsf&docid=338896&agid=(PrintDetailsPublic)&actionid=1
338865,Medical Devices,Emergo Asia Pacific Pty Ltd T/a Emergo Australia,3/7/2020,Medical Device?lass III,Avita Medical Americas LLC 28159 Avenue Stanford Suite 220 ,United States Of America,https://www.ebs.tga.gov.au/servlet/xmlmillr6?dbid=ebs/PublicHTML/pdfStore.nsf&docid=338865&agid=(PrintDetailsPublic)&actionid=1
338864,Medical Devices,Emergo Asia Pacific Pty Ltd T/a Emergo Australia,3/7/2020,Medical Device?lass III,Avita Medical Americas LLC 28159 Avenue Stanford Suite 220 ,United States Of America,https://www.ebs.tga.gov.au/servlet/xmlmillr6?dbid=ebs/PublicHTML/pdfStore.nsf&docid=338864&agid=(PrintDetailsPublic)&actionid=1
338850,Medical Devices,Emergo Asia Pacific Pty Ltd T/a Emergo Australia,3/7/2020,Medical Device?lass III,Avita Medical Americas LLC 28159 Avenue Stanford Suite 220 ,United States Of America,https://www.ebs.tga.gov.au/servlet/xmlmillr6?dbid=ebs/PublicHTML/pdfStore.nsf&docid=338850&agid=(PrintDetailsPublic)&actionid=1
338560,Medical Devices,Emergo Asia Pacific Pty Ltd T/a Emergo Australia,29/06/2020,Medical Device?lass 1,W.Kromker GmbH Nordring 27A ,Germany,https://www.ebs.tga.gov.au/servlet/xmlmillr6?dbid=ebs/PublicHTML/pdfStore.nsf&docid=338560&agid=(PrintDetailsPublic)&actionid=1
338559,Medical Devices,Emergo Asia Pacific Pty Ltd T/a Emergo Australia,29/06/2020,Medical Device?lass 1,W.Kromker GmbH Nordring 27A ,Germany,https://www.ebs.tga.gov.au/servlet/xmlmillr6?dbid=ebs/PublicHTML/pdfStore.nsf&docid=338559&agid=(PrintDetailsPublic)&actionid=1
338557,Medical Devices,Emergo Asia Pacific Pty Ltd T/a Emergo Australia,29/06/2020,Medical Device?lass 1,Versah LLC 2000 Spring Arbor Road Suite D ,United States Of America,https://www.ebs.tga.gov.au/servlet/xmlmillr6?dbid=ebs/PublicHTML/pdfStore.nsf&docid=338557&agid=(PrintDetailsPublic)&actionid=1
338556,Medical Devices,Emergo Asia Pacific Pty Ltd T/a Emergo Australia,29/06/2020,Medical Device?lass 1,Versah LLC 2000 Spring Arbor Road Suite D ,United States Of America,https://www.ebs.tga.gov.au/servlet/xmlmillr6?dbid=ebs/PublicHTML/pdfStore.nsf&docid=338556&agid=(PrintDetailsPublic)&actionid=1
337832,Medical Devices,Emergo Asia Pacific Pty Ltd T/a Emergo Australia,14/06/2020,Medical Device?lass 1,Spinecraft 777 Oakmont Lane ,United States Of America,https://www.ebs.tga.gov.au/servlet/xmlmillr6?dbid=ebs/PublicHTML/pdfStore.nsf&docid=337832&agid=(PrintDetailsPublic)&actionid=1
337762,IVD,Emergo Asia Pacific Pty Ltd T/a Emergo Australia,12/6/2020,Medical Device?lass 1,Neoteryx LLC 421 Amapola Avenue ,United States Of America,https://www.ebs.tga.gov.au/servlet/xmlmillr6?dbid=ebs/PublicHTML/pdfStore.nsf&docid=337762&agid=(PrintDetailsPublic)&actionid=1
337490,Medical Devices,Emergo Asia Pacific Pty Ltd T/a Emergo Australia,5/6/2020,Medical Device?lass IIa,Nevro Corporation 1800 Bridge Parkway ,United States Of America,https://www.ebs.tga.gov.au/servlet/xmlmillr6?dbid=ebs/PublicHTML/pdfStore.nsf&docid=337490&agid=(PrintDetailsPublic)&actionid=1
337366,Medical Devices,Emergo Asia Pacific Pty Ltd T/a Emergo Australia,2/6/2020,Medical Device?lass IIa,Withings SA 2 rue Maurice Hartmann Issy-les-Moulineaux ,France,https://www.ebs.tga.gov.au/servlet/xmlmillr6?dbid=ebs/PublicHTML/pdfStore.nsf&docid=337366&agid=(PrintDetailsPublic)&actionid=1
337240,Medical Devices,Emergo Asia Pacific Pty Ltd T/a Emergo Australia,29/05/2020,Medical Device?lass IIb,Osteomed 3885 Arapaho Road ,United States Of America,https://www.ebs.tga.gov.au/servlet/xmlmillr6?dbid=ebs/PublicHTML/pdfStore.nsf&docid=337240&agid=(PrintDetailsPublic)&actionid=1
337239,Medical Devices,Emergo Asia Pacific Pty Ltd T/a Emergo Australia,29/05/2020,Medical Device?lass IIb,Osteomed 3885 Arapaho Road ,United States Of America,https://www.ebs.tga.gov.au/servlet/xmlmillr6?dbid=ebs/PublicHTML/pdfStore.nsf&docid=337239&agid=(PrintDetailsPublic)&actionid=1
337238,Medical Devices,Emergo Asia Pacific Pty Ltd T/a Emergo Australia,29/05/2020,Medical Device?lass IIb,Biedermann Motech GmbH & Co KG Bertha-von-Suttner Strasse 23 ,Germany,https://www.ebs.tga.gov.au/servlet/xmlmillr6?dbid=ebs/PublicHTML/pdfStore.nsf&docid=337238&agid=(PrintDetailsPublic)&actionid=1
337170,Medical Devices,Emergo Asia Pacific Pty Ltd T/a Emergo Australia,28/05/2020,Medical Device?lass IIb,Vapotherm Inc 100 Domain Drive ,United States Of America,https://www.ebs.tga.gov.au/servlet/xmlmillr6?dbid=ebs/PublicHTML/pdfStore.nsf&docid=337170&agid=(PrintDetailsPublic)&actionid=1
337153,Medical Devices,Emergo Asia Pacific Pty Ltd T/a Emergo Australia,28/05/2020,Medical Device?lass IIa,Osteomed 3885 Arapaho Road ,United States Of America,https://www.ebs.tga.gov.au/servlet/xmlmillr6?dbid=ebs/PublicHTML/pdfStore.nsf&docid=337153&agid=(PrintDetailsPublic)&actionid=1
336943,Medical Devices,Emergo Asia Pacific Pty Ltd T/a Emergo Australia,25/05/2020,Medical Device?lass IIb,Vatech Co Ltd 13 Samsung 1-ro 2-gil ,Korea - Republic of,https://www.ebs.tga.gov.au/servlet/xmlmillr6?dbid=ebs/PublicHTML/pdfStore.nsf&docid=336943&agid=(PrintDetailsPublic)&actionid=1
336942,Medical Devices,Emergo Asia Pacific Pty Ltd T/a Emergo Australia,25/05/2020,Medical Device?lass IIb,Vatech Co Ltd 13 Samsung 1-ro 2-gil ,Korea - Republic of,https://www.ebs.tga.gov.au/servlet/xmlmillr6?dbid=ebs/PublicHTML/pdfStore.nsf&docid=336942&agid=(PrintDetailsPublic)&actionid=1
336872,Medical Devices,Emergo Asia Pacific Pty Ltd T/a Emergo Australia,24/05/2020,Medical Device?lass 1,Lac Mac Limited Building 2 847 Highbury Ave ,Canada,https://www.ebs.tga.gov.au/servlet/xmlmillr6?dbid=ebs/PublicHTML/pdfStore.nsf&docid=336872&agid=(PrintDetailsPublic)&actionid=1
336871,Medical Devices,Emergo Asia Pacific Pty Ltd T/a Emergo Australia,24/05/2020,Medical Device?lass 1,Lac Mac Limited Building 2 847 Highbury Ave ,Canada,https://www.ebs.tga.gov.au/servlet/xmlmillr6?dbid=ebs/PublicHTML/pdfStore.nsf&docid=336871&agid=(PrintDetailsPublic)&actionid=1
336870,Medical Devices,Emergo Asia Pacific Pty Ltd T/a Emergo Australia,24/05/2020,Medical Device?lass 1,Lac Mac Limited Building 2 847 Highbury Ave ,Canada,https://www.ebs.tga.gov.au/servlet/xmlmillr6?dbid=ebs/PublicHTML/pdfStore.nsf&docid=336870&agid=(PrintDetailsPublic)&actionid=1
336797,Medical Devices,Emergo Asia Pacific Pty Ltd T/a Emergo Australia,22/05/2020,Medical Device?lass IIa,QOMPIUM Kempische Steenweg 303 bus 27 ,Belgium,https://www.ebs.tga.gov.au/servlet/xmlmillr6?dbid=ebs/PublicHTML/pdfStore.nsf&docid=336797&agid=(PrintDetailsPublic)&actionid=1
336750,Medical Devices,Emergo Asia Pacific Pty Ltd T/a Emergo Australia,21/05/2020,Medical Device?lass IIa,Implant Direct Sybron Manufacturing LLC 3050 East Hillcrest Drive ,United States Of America,https://www.ebs.tga.gov.au/servlet/xmlmillr6?dbid=ebs/PublicHTML/pdfStore.nsf&docid=336750&agid=(PrintDetailsPublic)&actionid=1
336716,Medical Devices,Emergo Asia Pacific Pty Ltd T/a Emergo Australia,21/05/2020,Medical Device?lass IIa,BMC Medical Co Ltd Room 110 Tower A Fengyu Building No 115 ,China,https://www.ebs.tga.gov.au/servlet/xmlmillr6?dbid=ebs/PublicHTML/pdfStore.nsf&docid=336716&agid=(PrintDetailsPublic)&actionid=1
336715,Medical Devices,Emergo Asia Pacific Pty Ltd T/a Emergo Australia,21/05/2020,Medical Device?lass IIa,BMC Medical Co Ltd Room 110 Tower A Fengyu Building No 115 ,China,https://www.ebs.tga.gov.au/servlet/xmlmillr6?dbid=ebs/PublicHTML/pdfStore.nsf&docid=336715&agid=(PrintDetailsPublic)&actionid=1
336667,Medical Devices,Emergo Asia Pacific Pty Ltd T/a Emergo Australia,20/05/2020,Medical Device?lass 1,Osteomed 3885 Arapaho Road ,United States Of America,https://www.ebs.tga.gov.au/servlet/xmlmillr6?dbid=ebs/PublicHTML/pdfStore.nsf&docid=336667&agid=(PrintDetailsPublic)&actionid=1
336134,Medical Devices,Emergo Asia Pacific Pty Ltd T/a Emergo Australia,11/5/2020,Medical Device?lass 1,Implant Direct Sybron Manufacturing LLC 3050 East Hillcrest Drive ,United States Of America,https://www.ebs.tga.gov.au/servlet/xmlmillr6?dbid=ebs/PublicHTML/pdfStore.nsf&docid=336134&agid=(PrintDetailsPublic)&actionid=1
335927,Medical Devices,Emergo Asia Pacific Pty Ltd T/a Emergo Australia,6/5/2020,Medical Device?lass IIa,Air Techniques Inc 1295 Walt Whitman Road ,United States Of America,https://www.ebs.tga.gov.au/servlet/xmlmillr6?dbid=ebs/PublicHTML/pdfStore.nsf&docid=335927&agid=(PrintDetailsPublic)&actionid=1
335828,IVD,Emergo Asia Pacific Pty Ltd T/a Emergo Australia,5/5/2020,Medical Device?lass 3,Jiangsu Bioperfectus Technologies Co Ltd 3rd and 4th floors of Building A (G19) 4th floor ,China,https://www.ebs.tga.gov.au/servlet/xmlmillr6?dbid=ebs/PublicHTML/pdfStore.nsf&docid=335828&agid=(PrintDetailsPublic)&actionid=1
335535,Medical Devices,Emergo Asia Pacific Pty Ltd T/a Emergo Australia,1/5/2020,Medical Device?lass IIb,Microline Surgical Inc 50 Dunham Road Suite 1500 ,United States Of America,https://www.ebs.tga.gov.au/servlet/xmlmillr6?dbid=ebs/PublicHTML/pdfStore.nsf&docid=335535&agid=(PrintDetailsPublic)&actionid=1
335532,Medical Devices,Emergo Asia Pacific Pty Ltd T/a Emergo Australia,1/5/2020,Medical Device?lass IIb,Microline Surgical Inc 50 Dunham Road Suite 1500 ,United States Of America,https://www.ebs.tga.gov.au/servlet/xmlmillr6?dbid=ebs/PublicHTML/pdfStore.nsf&docid=335532&agid=(PrintDetailsPublic)&actionid=1
335531,Medical Devices,Emergo Asia Pacific Pty Ltd T/a Emergo Australia,1/5/2020,Medical Device?lass IIb,Innolcon Medical Technology (Suzhou) Co Ltd Unit 405/407/409/411 Building B2 No. 218 ,China,https://www.ebs.tga.gov.au/servlet/xmlmillr6?dbid=ebs/PublicHTML/pdfStore.nsf&docid=335531&agid=(PrintDetailsPublic)&actionid=1
335530,Medical Devices,Emergo Asia Pacific Pty Ltd T/a Emergo Australia,1/5/2020,Medical Device?lass IIb,Innolcon Medical Technology (Suzhou) Co Ltd Unit 405/407/409/411 Building B2 No. 218 ,China,https://www.ebs.tga.gov.au/servlet/xmlmillr6?dbid=ebs/PublicHTML/pdfStore.nsf&docid=335530&agid=(PrintDetailsPublic)&actionid=1
335393,Medical Devices,Emergo Asia Pacific Pty Ltd T/a Emergo Australia,29/04/2020,Medical Device?lass IIa,"Eko Devices, Inc 1212 Broadway Suite 100 ",United States Of America,https://www.ebs.tga.gov.au/servlet/xmlmillr6?dbid=ebs/PublicHTML/pdfStore.nsf&docid=335393&agid=(PrintDetailsPublic)&actionid=1
335230,Medical Devices,Emergo Asia Pacific Pty Ltd T/a Emergo Australia,27/04/2020,Medical Device?lass 1,Microline Surgical Inc 50 Dunham Road Suite 1500 ,United States Of America,https://www.ebs.tga.gov.au/servlet/xmlmillr6?dbid=ebs/PublicHTML/pdfStore.nsf&docid=335230&agid=(PrintDetailsPublic)&actionid=1
335024,IVD,Emergo Asia Pacific Pty Ltd T/a Emergo Australia,24/04/2020,Medical Device?lass 2,Wuhan MGI Tech Co Ltd Building 24 Stage 3 1 BioLake Accelerator No ,China,https://www.ebs.tga.gov.au/servlet/xmlmillr6?dbid=ebs/PublicHTML/pdfStore.nsf&docid=335024&agid=(PrintDetailsPublic)&actionid=1
334825,Medical Devices,Emergo Asia Pacific Pty Ltd T/a Emergo Australia,22/04/2020,Medical Device?lass 1,Avalign Technologies Inc 8727 Clinton Park Drive ,United States Of America,https://www.ebs.tga.gov.au/servlet/xmlmillr6?dbid=ebs/PublicHTML/pdfStore.nsf&docid=334825&agid=(PrintDetailsPublic)&actionid=1
334410,Medical Devices,Emergo Asia Pacific Pty Ltd T/a Emergo Australia,17/04/2020,Medical Device?lass IIb,Apyx Medical Corporation 5115 Ulmerton Road ,United States Of America,https://www.ebs.tga.gov.au/servlet/xmlmillr6?dbid=ebs/PublicHTML/pdfStore.nsf&docid=334410&agid=(PrintDetailsPublic)&actionid=1
334409,Medical Devices,Emergo Asia Pacific Pty Ltd T/a Emergo Australia,17/04/2020,Medical Device?lass IIb,Apyx Medical Corporation 5115 Ulmerton Road ,United States Of America,https://www.ebs.tga.gov.au/servlet/xmlmillr6?dbid=ebs/PublicHTML/pdfStore.nsf&docid=334409&agid=(PrintDetailsPublic)&actionid=1
334408,Medical Devices,Emergo Asia Pacific Pty Ltd T/a Emergo Australia,17/04/2020,Medical Device?lass IIb,Apyx Medical Corporation 5115 Ulmerton Road ,United States Of America,https://www.ebs.tga.gov.au/servlet/xmlmillr6?dbid=ebs/PublicHTML/pdfStore.nsf&docid=334408&agid=(PrintDetailsPublic)&actionid=1
334407,Medical Devices,Emergo Asia Pacific Pty Ltd T/a Emergo Australia,17/04/2020,Medical Device?lass IIb,Apyx Medical Corporation 5115 Ulmerton Road ,United States Of America,https://www.ebs.tga.gov.au/servlet/xmlmillr6?dbid=ebs/PublicHTML/pdfStore.nsf&docid=334407&agid=(PrintDetailsPublic)&actionid=1
333555,IVD,Emergo Asia Pacific Pty Ltd T/a Emergo Australia,7/4/2020,Medical Device?lass 1,Wuhan MGI Tech Co Ltd Building 24 Stage 3 1 BioLake Accelerator No ,China,https://www.ebs.tga.gov.au/servlet/xmlmillr6?dbid=ebs/PublicHTML/pdfStore.nsf&docid=333555&agid=(PrintDetailsPublic)&actionid=1
333392,Medical Devices,Emergo Asia Pacific Pty Ltd T/a Emergo Australia,5/4/2020 23:00,Medical Device?lass 1,Durr Dental SE Hopfigheimer Str 17 ,Germany,https://www.ebs.tga.gov.au/servlet/xmlmillr6?dbid=ebs/PublicHTML/pdfStore.nsf&docid=333392&agid=(PrintDetailsPublic)&actionid=1
331765,Medical Devices,Emergo Asia Pacific Pty Ltd T/a Emergo Australia,20/03/2020,Medical Device?lass 1,Clinical Computer Systems Inc 2895 Greenspoint Parkway Suite 500 ,United States Of America,https://www.ebs.tga.gov.au/servlet/xmlmillr6?dbid=ebs/PublicHTML/pdfStore.nsf&docid=331765&agid=(PrintDetailsPublic)&actionid=1
330708,Medical Devices,Emergo Asia Pacific Pty Ltd T/a Emergo Australia,3/3/2020,Medical Device?lass III,Nevro Corporation 1800 Bridge Parkway ,United States Of America,https://www.ebs.tga.gov.au/servlet/xmlmillr6?dbid=ebs/PublicHTML/pdfStore.nsf&docid=330708&agid=(PrintDetailsPublic)&actionid=1
330707,Medical Devices,Emergo Asia Pacific Pty Ltd T/a Emergo Australia,3/3/2020,Medical Device?lass III,Nevro Corporation 1800 Bridge Parkway ,United States Of America,https://www.ebs.tga.gov.au/servlet/xmlmillr6?dbid=ebs/PublicHTML/pdfStore.nsf&docid=330707&agid=(PrintDetailsPublic)&actionid=1
330706,Medical Devices,Emergo Asia Pacific Pty Ltd T/a Emergo Australia,3/3/2020,Medical Device?lass III,Nevro Corporation 1800 Bridge Parkway ,United States Of America,https://www.ebs.tga.gov.au/servlet/xmlmillr6?dbid=ebs/PublicHTML/pdfStore.nsf&docid=330706&agid=(PrintDetailsPublic)&actionid=1
330705,Medical Devices,Emergo Asia Pacific Pty Ltd T/a Emergo Australia,3/3/2020,Medical Device?lass III,Nevro Corporation 1800 Bridge Parkway ,United States Of America,https://www.ebs.tga.gov.au/servlet/xmlmillr6?dbid=ebs/PublicHTML/pdfStore.nsf&docid=330705&agid=(PrintDetailsPublic)&actionid=1
330704,Medical Devices,Emergo Asia Pacific Pty Ltd T/a Emergo Australia,3/3/2020,Medical Device?IMD,Nevro Corporation 1800 Bridge Parkway ,United States Of America,https://www.ebs.tga.gov.au/servlet/xmlmillr6?dbid=ebs/PublicHTML/pdfStore.nsf&docid=330704&agid=(PrintDetailsPublic)&actionid=1
